Sensor_48,Sensor_80,Sensor_112,Sensor_176,Sensor_87,Sensor_103,Sensor_88,Sensor_89,Sensor_104,Sensor_105,Sensor_91,Sensor_107,Label
247,389,168,140,499,481,843,3135,941,1915,2155,897,right
243,386,159,133,482,489,821,3339,894,1983,2270,965,right
214,402,155,134,462,424,682,3465,741,2108,2615,1218,right
210,383,154,134,435,396,768,2149,857,1997,1951,1309,right
200,371,156,133,452,395,745,1728,877,1854,1693,1212,right
190,379,162,140,447,412,734,1718,899,1863,1636,1225,right
205,375,156,129,456,412,733,1696,889,1834,1635,1201,right
192,380,156,143,457,421,745,1722,899,1847,1681,1206,right
195,388,159,134,457,413,735,1722,901,1867,1674,1198,right
195,401,156,149,466,404,761,1729,889,1848,1688,1201,right
196,389,165,144,462,430,742,1684,912,1873,1677,1197,right
196,383,156,138,465,434,739,1643,921,1820,1650,1207,right
201,399,165,144,472,426,736,1671,912,1796,1630,1198,right
155,380,171,141,443,402,927,2866,961,2466,2233,1256,right
136,473,165,136,637,553,938,4224,827,2471,2928,1192,right
128,453,197,141,633,555,1306,5524,1168,2771,3015,1046,right
123,446,235,139,591,556,921,3066,912,1852,2141,768,right
122,430,236,151,563,526,851,2706,863,1681,2073,779,right
109,429,249,145,540,520,741,2459,831,1741,2072,816,right
114,421,246,128,580,505,781,2509,834,1714,2086,823,right
109,418,248,131,589,527,730,2177,815,1534,1902,794,right
105,450,260,130,562,506,716,2192,781,1533,1901,797,right
109,441,249,138,567,512,770,2407,794,1605,2002,810,right
108,440,251,136,546,518,747,2352,802,1644,2019,849,right
117,420,244,126,551,524,707,2548,822,1798,2207,919,right
102,432,242,122,558,519,718,2376,800,1726,2072,902,right
106,439,248,129,559,519,703,2150,776,1572,1929,822,right
107,441,250,118,573,506,666,1814,743,1421,1728,769,right
105,439,222,126,792,768,765,1915,816,1611,2110,1021,right
157,338,190,123,415,357,576,2367,706,2099,2319,1345,right
320,346,162,135,346,339,616,1444,653,1369,1735,1263,right
349,364,160,137,421,385,576,1123,582,1053,1417,1048,right
394,416,162,135,416,357,472,724,457,696,879,652,right
386,422,160,137,447,375,475,800,464,738,900,684,right
385,426,155,138,471,376,501,852,498,749,934,668,right
406,428,157,143,495,373,547,946,499,764,999,714,right
400,424,157,136,490,380,525,905,498,750,994,713,right
390,428,157,136,504,381,543,948,495,765,1017,715,right
403,435,148,145,515,393,555,969,504,780,1055,720,right
403,427,158,139,516,392,564,1002,524,818,1018,743,right
396,420,156,136,509,394,580,1054,523,867,1044,776,right
398,426,160,137,528,403,609,1103,540,879,1053,763,right
402,420,162,141,518,387,598,1088,541,874,1044,783,right
401,423,148,133,504,398,611,1129,553,900,1084,807,right
391,422,159,132,553,407,674,1244,585,964,1156,800,right
412,462,148,134,678,492,958,2713,603,964,1581,629,right
405,434,154,137,607,482,805,1894,594,834,1215,462,right
405,415,148,138,563,434,745,2156,562,1031,1448,618,right
516,534,142,128,793,577,842,1611,594,813,1433,621,right
647,565,120,131,769,569,1145,1601,724,984,1157,618,right
691,578,138,134,767,563,934,1230,660,761,902,438,right
641,612,156,130,733,614,774,1092,678,821,947,517,right
297,625,243,127,1168,901,1046,1219,841,912,1113,557,right
366,508,225,129,638,541,899,1906,771,1200,1438,716,right
434,519,179,131,710,568,959,2431,798,1316,1617,702,right
475,569,206,127,660,546,776,1361,737,1101,1219,707,right
507,561,193,125,708,567,932,1602,760,1088,1293,646,right
485,554,188,127,697,573,944,1808,769,1178,1441,758,right
504,563,189,126,722,591,978,1722,799,1183,1421,748,right
537,577,180,123,706,581,932,1685,772,1110,1413,711,right
533,565,189,123,709,571,946,1705,772,1164,1411,751,right
527,572,171,120,720,575,861,1492,740,1074,1312,695,right
535,561,187,124,707,588,853,1416,739,1066,1282,684,right
542,573,180,120,730,605,850,1359,761,1039,1234,652,right
550,567,189,123,720,608,867,1407,770,1062,1262,666,right
533,568,195,121,720,586,894,1487,751,1057,1269,662,right
542,599,187,129,781,584,911,1546,749,1083,1342,699,right
537,598,193,119,722,606,886,1478,774,1077,1273,679,right
536,597,193,119,721,583,901,1495,753,1065,1282,674,right
542,597,194,128,731,591,901,1489,751,1062,1289,667,right
543,604,190,125,728,585,880,1422,740,1049,1282,652,right
548,599,193,122,728,605,876,1473,772,1092,1292,692,right
528,611,197,119,720,584,894,1474,759,1072,1287,679,right
548,590,198,128,745,593,945,1616,774,1124,1349,714,right
491,553,199,122,675,572,918,1676,802,1249,1452,817,right
309,442,182,119,712,543,911,3242,738,1645,2262,1058,right
275,496,157,125,778,620,1036,2805,748,1355,2005,900,right
197,437,143,129,874,769,1054,2156,857,1184,1636,562,right
140,447,193,126,682,623,1215,2776,1012,1589,1728,637,right
139,413,208,129,510,530,928,2912,924,1738,2031,735,right
140,427,202,136,529,530,889,2816,918,1696,1994,741,right
135,418,204,125,599,568,1141,2896,1136,1678,1465,483,right
138,427,208,128,556,547,869,2476,882,1391,1735,583,right
132,418,202,133,544,501,761,2254,823,1362,1663,600,right
139,412,198,127,530,511,740,2501,792,1462,1922,703,right
134,408,202,128,527,516,757,2626,779,1573,1972,729,right
141,406,199,134,540,508,784,2689,780,1497,2072,745,right
142,416,196,132,556,529,798,2741,801,1527,2129,765,right
138,440,192,123,745,654,1045,4512,889,1884,3210,1173,right
131,505,186,125,1260,992,1267,2929,986,1447,2789,1060,right
110,578,262,123,995,847,1654,5074,1184,2303,2855,590,right
155,486,276,127,724,678,1563,4915,1684,3088,2376,715,right
139,515,294,121,727,647,1324,3859,1364,2543,2267,637,right
142,506,293,119,715,657,1305,3755,1489,2684,2186,652,right
142,496,294,124,748,702,1353,3422,1333,2340,2220,718,right
298,517,199,117,912,690,1156,3461,999,2544,2824,1340,right
317,372,196,111,381,335,901,3091,1144,2655,2324,1296,right
417,443,141,103,727,732,5364,8091,3343,2734,2033,706,right
396,435,169,114,504,512,1819,3312,1767,2047,1518,746,right
522,510,158,120,704,758,2779,3221,2234,1889,1345,557,right
499,517,167,121,705,820,2823,3141,2399,1938,1244,579,right
504,505,169,116,714,826,2804,3267,2331,1926,1351,633,right
508,510,173,116,667,776,2527,3238,2112,1940,1440,664,right
528,505,153,121,667,765,2536,3277,2126,1961,1474,679,right
518,509,162,123,639,765,2514,3223,2124,1981,1444,673,right
533,522,174,121,637,772,2366,3122,2084,1934,1452,665,right
525,517,172,121,622,764,2353,3204,2090,2000,1503,712,right
536,530,178,124,636,757,2287,3145,2048,1965,1519,700,right
531,522,176,115,643,784,2276,3096,2051,1991,1502,712,right
526,555,178,124,701,749,1014,1489,1171,1467,1095,709,right
518,513,179,123,695,923,2535,3107,2344,2027,1400,742,right
497,481,168,127,635,816,2396,3432,2270,2207,1652,865,right
510,488,174,120,633,743,2350,3434,2022,2113,1669,886,right
452,454,177,127,441,610,1114,1750,1420,1707,1256,735,right
490,501,171,122,825,1201,3966,3212,3778,1888,970,422,right
512,512,169,126,843,1297,3832,3046,4433,2088,911,325,right
521,533,173,126,845,1124,3278,2925,3284,1906,1083,418,right
523,537,180,110,828,1051,3111,2988,3103,1940,1170,476,right
509,539,174,127,698,789,1984,2355,1858,1610,1225,537,right
500,530,187,127,503,607,891,1253,1005,1044,1022,470,right
518,544,181,130,606,729,1532,1738,1425,1231,1122,471,right
544,545,187,128,607,735,1589,1828,1529,1321,1157,497,right
533,554,185,123,651,760,1673,1881,1558,1323,1146,478,right
531,566,179,130,648,754,1665,1902,1562,1327,1174,490,right
534,554,188,126,632,772,1695,1972,1615,1364,1193,515,right
538,557,186,128,650,779,1710,2020,1612,1367,1236,493,right
530,549,183,128,646,782,1736,2048,1639,1404,1258,531,right
533,558,184,127,646,773,1749,2054,1631,1423,1276,542,right
539,541,190,135,604,785,1709,2112,1667,1475,1328,589,right
509,541,177,124,485,587,1452,2349,1456,1718,1710,859,right
486,476,182,125,375,470,1159,2232,1315,1830,1795,1026,right
461,466,190,125,341,420,1016,2164,1167,1781,1865,1155,right
465,491,166,127,414,433,844,1446,921,1406,1378,1515,right
459,480,161,132,404,440,808,1468,940,1364,1349,1589,right
455,486,162,121,404,414,799,1470,936,1394,1376,1568,right
466,493,162,138,411,420,850,1506,881,1432,1410,1582,right
457,494,166,135,420,428,836,1496,935,1433,1438,1583,right
464,495,163,135,421,441,845,1546,962,1496,1519,1562,right
456,482,175,131,413,433,823,1514,980,1486,1437,1598,right
455,503,156,134,420,433,810,1470,968,1491,1425,1583,right
461,493,164,131,427,425,852,1532,948,1449,1454,1614,right
471,493,164,133,441,434,869,1515,954,1488,1476,1580,right
459,483,167,133,405,410,765,1430,910,1408,1399,1590,right
465,480,166,133,416,427,799,1488,916,1403,1399,1545,right
457,504,161,143,417,424,794,1478,913,1375,1402,1582,right
456,496,154,133,410,425,771,1476,917,1389,1400,1530,right
460,486,178,133,392,432,779,1459,918,1432,1340,1575,right
461,479,151,133,414,453,812,1482,928,1430,1362,1560,right
450,499,142,136,413,440,805,1466,928,1449,1353,1573,right
454,506,161,139,412,448,787,1435,926,1421,1323,1570,right
459,501,161,130,402,462,796,1438,983,1436,1362,1553,right
452,468,164,132,404,459,768,1425,931,1421,1338,1578,right
452,509,168,134,426,450,780,1454,891,1406,1360,1555,right
463,505,164,138,423,467,782,1439,928,1437,1339,1561,right
451,495,168,136,417,462,779,1415,901,1431,1335,1581,right
461,504,168,132,414,457,765,1423,910,1415,1311,1557,right
458,502,173,140,381,432,656,1229,850,1276,1154,1282,right
469,490,157,135,396,420,759,1433,943,1382,1364,1529,right
462,478,48,128,426,474,813,1534,1005,1540,1450,1744,right
459,505,165,131,439,478,855,1593,997,1524,1405,1693,right
552,520,149,134,488,538,1018,1775,1018,1320,1187,781,right
542,639,155,127,550,716,371,403,586,486,134,97,right
517,595,165,126,686,668,715,862,793,848,652,353,right
417,438,178,122,589,718,2822,3653,2015,1949,1661,688,right
487,458,162,105,1805,1433,7137,3835,2925,1465,821,225,right
421,413,165,114,613,780,1703,2033,1631,1483,1050,456,right
508,511,157,110,1712,1589,5352,3236,3162,1554,750,220,right
467,464,179,119,922,1124,3099,2274,3336,1802,676,218,right
517,503,179,122,1017,1231,3461,2284,3200,1649,624,204,right
525,517,179,119,995,1123,2957,2117,2510,1477,663,233,right
511,567,193,126,727,760,1407,1426,1226,1122,788,264,right
435,532,273,132,519,614,780,981,942,948,712,306,right
465,511,253,124,529,648,838,961,972,874,687,272,right
300,420,205,129,699,652,1279,1809,1141,1147,1019,320,right
139,380,228,131,485,593,998,1582,1186,1255,1041,376,right
380,494,286,130,570,752,1235,1501,1328,1198,834,297,right
392,475,276,126,646,867,2329,2337,2309,1637,1036,335,right
409,465,273,130,638,894,1971,2068,2202,1688,1054,366,right
359,458,270,129,573,845,1852,2103,2130,1747,1137,399,right
415,466,275,126,634,887,1924,2080,2026,1679,1080,374,right
463,505,285,112,1107,1332,5184,2959,4219,1929,530,181,right
444,492,264,86,908,807,7561,6808,6740,2769,467,183,right
380,427,267,116,474,801,2270,2008,3323,1739,789,451,right
383,445,263,114,577,1089,3090,2253,5881,2321,693,372,right
409,453,248,97,810,1103,7357,5320,11314,3707,651,274,right
393,445,258,89,792,1118,7560,5634,11216,3828,728,303,right
397,444,254,86,822,1074,7653,5934,11716,4031,723,291,right
426,485,227,86,916,715,8044,6251,9495,3708,449,162,right
446,460,227,91,947,712,8429,6650,7117,3031,381,105,right
426,449,240,93,899,760,9459,6769,7368,2766,379,164,right
416,437,242,100,789,898,9140,5542,6933,2548,507,253,right
381,444,259,113,630,881,5396,3801,5686,2471,600,380,right
375,451,263,118,632,858,5354,3780,5780,2494,582,375,right
394,436,259,114,629,815,5252,3658,5699,2473,545,365,right
404,454,258,112,649,808,4898,3418,5334,2367,578,390,right
407,451,274,121,634,818,4749,3259,5244,2325,580,392,right
393,440,261,118,611,790,4508,3249,5149,2360,601,417,right
398,441,263,118,608,767,4502,3356,4922,2356,633,421,right
398,444,268,118,605,784,4446,3310,4972,2333,630,421,right
403,444,256,119,601,789,4432,3316,4960,2382,651,417,right
405,435,256,119,591,784,4388,3306,4949,2358,661,421,right
397,435,266,115,590,778,4251,3301,4719,2340,676,434,right
400,439,267,114,595,781,4262,3320,4725,2332,701,433,right
402,443,260,120,600,794,4280,3298,4831,2356,701,430,right
398,448,261,123,595,786,4205,3279,4769,2340,717,438,right
388,445,265,116,587,785,4170,3379,4501,2338,725,460,right
383,443,174,116,585,783,4205,3317,4664,2356,706,443,right
385,448,262,121,596,792,4202,3351,4685,2366,723,447,right
396,443,252,119,594,788,4148,3314,4693,2370,700,448,right
417,463,265,121,744,816,3624,3425,3994,2327,717,438,right
473,535,303,100,1327,1049,3012,1870,2556,1355,185,158,right
429,487,290,102,699,674,4520,3277,4601,2281,269,181,right
432,477,289,104,651,639,4523,3128,4840,2359,227,155,right
409,479,293,97,636,669,4253,2878,5219,2463,235,175,right
413,490,289,98,628,670,4194,2986,5062,2482,251,168,right
412,483,286,103,631,670,4311,3120,5142,2532,252,172,right
410,487,287,103,626,676,4286,3108,5117,2536,276,179,right
411,494,289,97,623,681,4241,3140,5117,2570,273,198,right
407,479,299,97,617,672,4330,3171,5126,2574,269,206,right
407,480,293,99,629,676,4341,3170,5043,2551,285,202,right
418,480,293,106,633,684,4220,3140,5018,2553,285,175,right
413,479,289,102,628,674,4291,3202,5057,2572,281,183,right
412,476,298,98,629,675,4234,3170,5016,2574,289,190,right
416,484,300,98,618,666,4153,3128,4934,2545,289,187,right
414,481,290,104,629,677,4238,3192,5011,2600,265,195,right
415,481,296,100,619,685,4217,3192,5027,2591,298,201,right
414,493,301,98,623,672,4132,3146,4886,2557,297,206,right
405,465,297,100,627,671,4192,3181,5002,2561,309,221,right
405,470,300,98,617,671,4181,3190,5006,2589,317,213,right
224,467,299,100,624,686,4164,3201,4866,2561,318,190,right
413,456,299,101,617,677,4146,3187,4988,2591,325,198,right
407,465,297,98,627,677,4199,3206,4999,2591,325,202,right
415,461,297,101,628,670,4122,3193,4857,2557,330,205,right
419,466,293,98,628,682,4157,3177,4938,2598,326,210,right
408,456,295,96,622,682,4157,3196,5011,2608,338,206,right
412,456,302,94,627,678,4139,3171,4936,2593,330,210,right
415,451,299,101,643,682,4179,3267,4692,2538,312,202,right
415,460,292,98,637,681,4157,3215,4922,2604,293,209,right
412,457,299,98,634,686,3499,2606,4087,2259,289,190,right
410,472,299,100,649,674,3922,3018,4006,2239,328,206,right
416,491,304,96,685,709,4592,3692,4024,2310,337,193,right
441,488,300,101,678,672,3970,3220,3544,2165,312,196,right
422,472,305,96,663,678,4610,3653,4904,2678,300,189,right
406,466,297,99,654,665,4481,3488,5061,2708,288,184,right
416,473,297,99,651,673,4360,3431,4940,2681,299,172,right
436,479,306,97,659,684,4293,3407,4910,2683,283,199,right
434,478,301,98,648,674,4339,3401,4979,2701,308,184,right
416,482,307,97,647,669,4332,3395,4972,2694,303,188,right
424,487,302,101,657,664,4303,3398,4881,2712,307,195,right
424,480,306,98,659,681,4362,3410,4978,2721,300,203,right
420,478,310,99,652,675,4321,3405,4987,2723,311,199,right
416,482,304,102,657,669,4332,3386,4949,2703,307,199,right
416,485,299,102,670,678,4333,3442,4900,2737,321,212,right
421,474,303,99,653,680,4343,3414,4980,2742,300,203,right
414,460,303,97,647,677,4336,3398,4982,2749,316,204,right
422,481,303,102,666,675,4319,3438,4806,2731,330,211,right
422,466,303,103,664,686,4351,3420,4951,2754,321,215,right
421,478,307,99,662,676,4314,3398,4932,2747,316,207,right
418,474,304,97,663,682,4275,3382,4891,2758,324,211,right
420,487,302,98,673,676,4250,3360,4898,2738,328,207,right
415,474,304,97,667,682,4293,3379,4982,2767,320,211,right
411,478,286,98,672,677,4268,3366,4914,2758,324,211,right
422,484,300,98,684,686,4240,3388,4819,2747,337,219,right
421,478,301,99,663,681,4297,3372,4955,2765,328,219,right
415,479,307,99,669,682,4315,3397,5010,2787,329,219,right
416,483,309,98,668,683,4232,3382,4866,2754,333,212,right
414,477,302,105,677,670,4274,3383,4939,2762,332,211,right
418,474,307,99,663,672,4290,3394,4971,2793,329,215,right
410,483,299,99,673,677,4232,3391,4884,2787,337,219,right
424,485,303,100,675,677,4280,3394,4907,2778,342,215,right
420,478,302,102,667,681,4271,3398,4921,2773,341,211,right
418,474,308,98,658,688,4247,3404,4911,2789,333,227,right
428,488,303,104,688,682,4232,3401,4816,2743,333,219,right
418,480,299,100,676,691,4305,3426,4781,2701,338,207,right
415,483,304,100,667,692,4218,3341,4835,2723,328,219,right
424,489,307,101,675,696,4280,3461,4797,2766,334,228,right
417,485,299,102,697,681,4352,3458,4819,2730,347,219,right
419,482,290,103,683,697,4407,3516,4835,2749,344,204,right
420,479,312,95,685,705,4401,3528,4845,2770,345,224,right
408,482,289,97,683,698,4418,3516,4828,2734,331,211,right
418,475,303,104,680,701,4169,3352,4647,2701,346,226,right
428,477,303,100,672,704,4316,3474,4773,2759,352,235,right
422,481,302,98,671,698,4287,3448,4828,2769,347,219,right
420,485,310,90,675,693,4226,3413,4731,2737,346,231,right
422,481,304,102,693,697,4241,3435,4629,2695,348,211,right
423,481,303,100,682,699,4306,3425,4762,2741,339,223,right
417,463,309,100,683,704,4299,3467,4746,2748,344,219,right
426,483,318,95,684,709,4274,3492,4635,2721,353,219,right
409,490,304,104,686,697,4230,3435,4651,2730,347,211,right
414,484,305,103,702,709,4409,3574,4653,2719,332,212,right
411,489,310,100,687,709,4391,3567,4719,2763,350,227,right
413,488,309,98,670,699,4390,3568,4668,2765,336,219,right
417,501,307,99,715,715,4015,3204,4135,2428,333,220,right
421,487,307,102,678,685,4367,3509,4617,2671,361,222,right
418,478,300,98,690,700,4518,3700,4514,2729,309,203,right
460,506,316,87,812,746,6739,5896,5849,3601,211,100,right
531,563,289,93,1136,798,5359,5359,3121,1806,162,35,right
428,484,283,92,558,589,5467,5331,3776,2393,211,185,right
463,487,300,91,633,616,6448,7107,3240,2317,187,165,right
446,465,300,93,614,600,6459,7072,3582,2579,206,215,right
440,463,295,96,602,592,6454,7051,3697,2669,210,215,right
432,484,300,95,580,592,6153,6747,3658,2635,237,227,right
439,478,298,91,602,613,6261,7036,3661,2720,231,235,right
432,469,296,94,591,609,6308,7000,3746,2733,214,239,right
439,475,297,94,587,610,6171,6952,3723,2738,225,243,right
441,479,302,97,602,614,6226,7116,3690,2744,244,232,right
440,468,294,94,591,613,6192,7124,3710,2763,235,250,right
438,468,298,95,585,609,6194,7095,3818,2796,239,243,right
437,481,298,94,582,606,5948,6902,3670,2768,242,248,right
434,482,308,93,579,601,6141,7052,3792,2797,247,236,right
437,469,297,99,587,606,6218,7152,3821,2849,252,244,right
439,477,308,93,579,613,6039,7016,3742,2830,247,256,right
424,480,301,96,571,603,6077,6924,3831,2865,250,245,right
278,471,307,92,578,608,6108,7031,3875,2876,259,233,right
443,481,303,95,583,607,5973,6973,3758,2836,264,241,right
435,467,298,98,579,615,6133,7001,3891,2871,256,242,right
428,466,306,94,588,608,6069,6916,3845,2876,255,241,right
440,480,307,94,592,613,5983,6895,3772,2830,267,237,right
437,464,302,96,575,608,5986,6840,3885,2885,271,241,right
437,465,299,97,587,608,6023,6881,3885,2911,276,237,right
436,475,306,93,597,619,5831,6803,3795,2892,263,253,right
